image_path,binary_label,crop_source_label,negative_subcategory,source_id,source_name,sha256,original_source_url,creator_author,license,license_url,download_date,split
D:\CropDiseaseProject\data\non_leaf_negatives\soil_ground\SRC-04_soil_ground_03a4b9e1e431.jpg,0,non_leaf,soil_ground,SRC-04,Kaggle Soil Types,03a4b9e1e4311222ce5818a2b71b55e4dcbda4128e7b170ab0c9230f15cfbd37,https://raw.githubusercontent.com/Shushanth101/Soil-Types-Dataset/main/test/Clay_soil/7862393751.jpeg,Shushanth (Clay Soil),CC0 / Public Domain,https://creativecommons.org/publicdomain/zero/1.0/,2026-09-23,val
D:\CropDiseaseProject\grape_niphad\Healthy Leaves\Healthy Leaves_1225.jpg,1,Grape,leaf,SRC-IN-GRAPE,Internal Grape In-Domain Training Split,ce31fa103d8c449535edee3bbe9de9fa00d513573a9669544006024e76ff9b6f,D:\CropDiseaseProject\grape_niphad\Healthy Leaves\Healthy Leaves_1225.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,test
D:\CropDiseaseProject\data\non_leaf_negatives\plant_parts_nonleaf\SRC-05_plant_parts_nonleaf_4b3eedc08b0e.jpg,0,non_leaf,plant_parts_nonleaf,SRC-05,Fruits-360,4b3eedc08b0e2a1f2ee42b1c614baaa9554a172c9ef0f4f21dc3f45fea85be45,https://github.com/Horea94/Fruit-Images-Dataset/tree/master/Test/Tomato 2/102_100.jpg,Horea Muresan & Mihai Oltean (2018),CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,2026-09-23,val
D:\CropDiseaseProject\data\non_leaf_negatives\plant_parts_nonleaf\SRC-05_plant_parts_nonleaf_189bb18699e0.jpg,0,non_leaf,plant_parts_nonleaf,SRC-05,Fruits-360,189bb18699e0247c6d8c28fffd4999d08f6621b494062576d0ccdf256533cfab,https://github.com/Horea94/Fruit-Images-Dataset/tree/master/Test/Pepper Yellow/126_100.jpg,Horea Muresan & Mihai Oltean (2018),CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,2026-09-23,train
D:\CropDiseaseProject\data\non_leaf_negatives\human_hands_apparel\SRC-02_human_hands_apparel_34166853682d.jpg,0,non_leaf,human_hands_apparel,SRC-02,Google Open Images V7,34166853682d6f9aa85b6d3eacc377a6ac91b2ffdf1c26c25164f9c63e7adf02,https://openimages.github.io/v7/validation/SRC-02_human_hands_apparel_34166853682d.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\data\non_leaf_negatives\soil_ground\SRC-04_soil_ground_7dd2c9b2ddff.jpg,0,non_leaf,soil_ground,SRC-04,Kaggle Soil Types,7dd2c9b2ddffb52e76208196dce671a57be25413b05e3d8aefa88ddca723d401,https://raw.githubusercontent.com/Shushanth101/Soil-Types-Dataset/main/test/Clay_soil/9942046914.jpeg,Shushanth (Clay Soil),CC0 / Public Domain,https://creativecommons.org/publicdomain/zero/1.0/,2026-09-23,val
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5075.JPG,1,Chilli,leaf,SRC-IN-CHILLI,Internal Chilli In-Domain Training Split,6e452a80c3bba278152e553383db79795cbcc14a89238fcfe9be2568adc85796,D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5075.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_3348.JPG,1,Chilli,leaf,SRC-IN-CHILLI,Internal Chilli In-Domain Training Split,04ba60a858037052c53ecea09fbd577e670374ec04982b88a8a2ff05e6cd1cc0,D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_3348.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5276.JPG,1,Chilli,leaf,SRC-IN-CHILLI,Internal Chilli In-Domain Training Split,371dbe189861a2654830dc69149a69d5bfdae18a0f68eca7dcc3753cc3f52b23,D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5276.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\agri_tools_equipment\SRC-02_agri_tools_equipment_21aacc414c83.jpg,0,non_leaf,agri_tools_equipment,SRC-02,Google Open Images V7,77bdf467e752f7a9a30d1ada3b9a8164152b07c260419a3539c5592c167328a0,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_21aacc414c83.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_3325.JPG,1,Chilli,leaf,SRC-IN-CHILLI,Internal Chilli In-Domain Training Split,2bb697f8c17f882d20899d16064653e4b1ced7f4165d6d5f733287ede2460c7d,D:\CropDiseaseProject\chilli_cold\murda complex\IMG_3325.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,val
D:\CropDiseaseProject\grape_niphad\Healthy Leaves\Healthy Leaves_182.jpg,1,Grape,leaf,SRC-IN-GRAPE,Internal Grape In-Domain Training Split,1d8523e2755d30db437c013fb5d294804b8d2fa6785a7cb4d17839db47c2dae6,D:\CropDiseaseProject\grape_niphad\Healthy Leaves\Healthy Leaves_182.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5402.JPG,1,Chilli,leaf,SRC-IN-CHILLI,Internal Chilli In-Domain Training Split,54268f2d6bcf8bde41aa905668955d9078605a715e95a03e85d9f24743041e42,D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5402.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\plant_parts_nonleaf\SRC-05_plant_parts_nonleaf_d8c751275c8c.jpg,0,non_leaf,plant_parts_nonleaf,SRC-05,Fruits-360,d8c751275c8cd4abff68c9733691309e211481c25a12f74f387a547dbaf4dcd0,https://github.com/Horea94/Fruit-Images-Dataset/tree/master/Test/Pepper Red/153_100.jpg,Horea Muresan & Mihai Oltean (2018),CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,2026-09-23,test
D:\CropDiseaseProject\tomato_plantvillage\Tomato___Late_blight\20593434-37e3-490e-b619-cdb3d6515517___GHLB2 Leaf 8688.JPG,1,Tomato,leaf,SRC-IN-TOMATO,Internal Tomato In-Domain Training Split,84ff23a59710654a6d64025062f238181021f7615fb2f30f4ed29413aad073ad,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Late_blight\20593434-37e3-490e-b619-cdb3d6515517___GHLB2 Leaf 8688.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,test
D:\CropDiseaseProject\data\non_leaf_negatives\agri_tools_equipment\SRC-02_agri_tools_equipment_58de2299a249.jpg,0,non_leaf,agri_tools_equipment,SRC-02,Google Open Images V7,4e1ff9c84326ea81129ece0279b719cc22a0b4c0a16d89ea2db7abe6d65b3fad,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_58de2299a249.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\grape_niphad\Healthy Leaves\Healthy Leaves_50.jpg,1,Grape,leaf,SRC-IN-GRAPE,Internal Grape In-Domain Training Split,eebd5be962ac592920cf7157dd3123c6dc1da737cf77216e8e52cbcb9c8bd870,D:\CropDiseaseProject\grape_niphad\Healthy Leaves\Healthy Leaves_50.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4562.JPG,1,Chilli,leaf,SRC-IN-CHILLI,Internal Chilli In-Domain Training Split,3479d0212823f77fb0566b1e4c1826e3fcc17d4c684d513f78a2b4df6794090f,D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4562.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,val
D:\CropDiseaseProject\data\non_leaf_negatives\human_hands_apparel\SRC-02_human_hands_apparel_2f26c5b9571e.jpg,0,non_leaf,human_hands_apparel,SRC-02,Google Open Images V7,2f26c5b9571e5169e2fffc0a0b35d0c2bbc58f90fd44bac00e7a5f3589f05bd5,https://openimages.github.io/v7/validation/SRC-02_human_hands_apparel_2f26c5b9571e.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\tomato_plantvillage\Tomato___Bacterial_spot\31ebf507-8a9d-42ac-89fa-54cbc98cc1d9___GCREC_Bact.Sp 6388.JPG,1,Tomato,leaf,SRC-IN-TOMATO,Internal Tomato In-Domain Training Split,f7d744c558bd17139b4d0455dab88256a6e77fc0d0e839d4a348717f9cb16747,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Bacterial_spot\31ebf507-8a9d-42ac-89fa-54cbc98cc1d9___GCREC_Bact.Sp 6388.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\tomato_plantvillage\Tomato___Bacterial_spot\f83e2dfd-ffd2-4da7-ba80-7a18bfdb9bc9___GCREC_Bact.Sp 3485.JPG,1,Tomato,leaf,SRC-IN-TOMATO,Internal Tomato In-Domain Training Split,8d1864f7d490adf84fe6ca8727ec5584be6a15cf64174296ce9e333c3e34584e,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Bacterial_spot\f83e2dfd-ffd2-4da7-ba80-7a18bfdb9bc9___GCREC_Bact.Sp 3485.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,val
D:\CropDiseaseProject\data\non_leaf_negatives\soil_ground\SRC-04_soil_ground_f4dadf8a1806.jpg,0,non_leaf,soil_ground,SRC-04,Kaggle Soil Types,f4dadf8a1806172542dc27724cb25a83e3180c698e142e476ddeb64d8f36ef97,https://raw.githubusercontent.com/Shushanth101/Soil-Types-Dataset/main/train/Clay_soil/1030144542.jpeg,Shushanth (Clay Soil),CC0 / Public Domain,https://creativecommons.org/publicdomain/zero/1.0/,2026-09-23,train
D:\CropDiseaseProject\grape_niphad\Downy Mildew\Downy Mildew_604.jpg,1,Grape,leaf,SRC-IN-GRAPE,Internal Grape In-Domain Training Split,cd8acc53f3bf8e96037e7558dbf9ca77458052ab751276e79d8d2c47ed759ea4,D:\CropDiseaseProject\grape_niphad\Downy Mildew\Downy Mildew_604.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\grape_2024\Black rot\black rot717.jpg,1,Grape,leaf,SRC-IN-GRAPE,Internal Grape In-Domain Training Split,b514c16ce36c23dd4869a9170dc7a732399f4c6d1fefef7221e76d4d1248fda9,D:\CropDiseaseProject\grape_2024\Black rot\black rot717.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3917.JPG,1,Chilli,leaf,SRC-IN-CHILLI,Internal Chilli In-Domain Training Split,ab0228f0d1cb7edacb85f10505ac4d82f2730343f18fbbd22a883c3918ea721d,D:\CropDiseaseProject\chilli_cold\healthy\IMG_3917.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\sugarcane_maharashtra\Yellow\yellow (306).jpeg,1,Sugarcane,leaf,SRC-IN-SUGARCANE,Internal Sugarcane In-Domain Training Split,ee444eab696b7ecd213cdd794d9d437f69c27f93ae5fe735b5d4f2801c4c92ed,D:\CropDiseaseProject\sugarcane_maharashtra\Yellow\yellow (306).jpeg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,val
D:\CropDiseaseProject\data\non_leaf_negatives\plant_parts_nonleaf\SRC-05_plant_parts_nonleaf_a82c78e5b9ba.jpg,0,non_leaf,plant_parts_nonleaf,SRC-05,Fruits-360,a82c78e5b9bafc7ff30b59a082c5ee603204b723950403da21f4949697220cc2,https://github.com/Horea94/Fruit-Images-Dataset/tree/master/Test/Tomato 1/188_100.jpg,Horea Muresan & Mihai Oltean (2018),CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,2026-09-23,train
D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\2bd08574-9555-42a5-93b1-7fab8f9f8786___GH_HL Leaf 475.2.JPG,1,Tomato,leaf,SRC-IN-TOMATO,Internal Tomato In-Domain Training Split,bcac5e87026531f2b2cf12d84a7d74695440bb80796f74ef697b06ceb664c0ff,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\2bd08574-9555-42a5-93b1-7fab8f9f8786___GH_HL Leaf 475.2.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\plant_parts_nonleaf\SRC-05_plant_parts_nonleaf_f7a8dfb55bc0.jpg,0,non_leaf,plant_parts_nonleaf,SRC-05,Fruits-360,f7a8dfb55bc06563b7322b3ffa0debaae2d801618593a3b9468ccb9bd100124e,https://github.com/Horea94/Fruit-Images-Dataset/tree/master/Test/Tomato Cherry Red/196_100.jpg,Horea Muresan & Mihai Oltean (2018),CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,2026-09-23,train
D:\CropDiseaseProject\data\non_leaf_negatives\human_hands_apparel\SRC-02_human_hands_apparel_a9bed067fb8b.jpg,0,non_leaf,human_hands_apparel,SRC-02,Google Open Images V7,a9bed067fb8b132405ebbe5d38f7126e1df3ed53ec40081b780a7591fdc30670,https://openimages.github.io/v7/validation/SRC-02_human_hands_apparel_a9bed067fb8b.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\sugarcane_large\Diseases\Viral Disease\Viral Disease484.jpg,1,Sugarcane,leaf,SRC-IN-SUGARCANE,Internal Sugarcane In-Domain Training Split,e70a362dffc9c0b91389ddcec6b7d77253eb02366c67c84238be58f193994acc,D:\CropDiseaseProject\sugarcane_large\Diseases\Viral Disease\Viral Disease484.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\sugarcane_large\Diseases\BrownRust\image111.jpg,1,Sugarcane,leaf,SRC-IN-SUGARCANE,Internal Sugarcane In-Domain Training Split,5567c7f969d595a88fce27510f631c8c198e00e513db62773b2c46fdff2560b6,D:\CropDiseaseProject\sugarcane_large\Diseases\BrownRust\image111.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\buildings_structures\SRC-02_buildings_structures_ad3f64d4926d.jpg,0,non_leaf,buildings_structures,SRC-02,Google Open Images V7,ad3f64d4926dacf89f3d73e015f955766079927e5a041d826b0e35d7dbce5141,https://openimages.github.io/v7/validation/SRC-02_buildings_structures_ad3f64d4926d.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,val
D:\CropDiseaseProject\data\non_leaf_negatives\agri_tools_equipment\SRC-02_agri_tools_equipment_f6ec83a798c2.jpg,0,non_leaf,agri_tools_equipment,SRC-02,Google Open Images V7,95976c3458286a85dd769d40e73f68080f10d4c8da3725f57652bab99e5e402b,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_f6ec83a798c2.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\tomato_plantvillage\Tomato___Spider_mites Two-spotted_spider_mite\cc50ced6-b90e-4f0d-b278-0806d6a658b5___Com.G_SpM_FL 1299.JPG,1,Tomato,leaf,SRC-IN-TOMATO,Internal Tomato In-Domain Training Split,d30e6e3fd28089dd868fc798e7055570f728351358c10d5fd7b2cdbbdd7d0690,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Spider_mites Two-spotted_spider_mite\cc50ced6-b90e-4f0d-b278-0806d6a658b5___Com.G_SpM_FL 1299.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\human_hands_apparel\SRC-02_human_hands_apparel_721dcf5dc09f.jpg,0,non_leaf,human_hands_apparel,SRC-02,Google Open Images V7,721dcf5dc09feca00b97b91a1312859e93d74cf47d3eb66a453d9bd081c81058,https://openimages.github.io/v7/validation/SRC-02_human_hands_apparel_721dcf5dc09f.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,test
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4158.JPG,1,Chilli,leaf,SRC-IN-CHILLI,Internal Chilli In-Domain Training Split,a66515aeb19cb655852a506a53e06a8bdbec7f5a5df4f536ec717381d1e27c4f,D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4158.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\sugarcane_large\Diseases\Brown Spot\image1342.jpg,1,Sugarcane,leaf,SRC-IN-SUGARCANE,Internal Sugarcane In-Domain Training Split,ec6affb04378fd49d9bf897750472ca69ebaec9274a9b32241fa2cee026a8ff3,D:\CropDiseaseProject\sugarcane_large\Diseases\Brown Spot\image1342.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\sugarcane_large\Diseases\Sett Rot\Sett Rot461.jpg,1,Sugarcane,leaf,SRC-IN-SUGARCANE,Internal Sugarcane In-Domain Training Split,fdf84d80c952629c0575cab45d5d8ee89838b469109a4a7739375b2b26eca1e9,D:\CropDiseaseProject\sugarcane_large\Diseases\Sett Rot\Sett Rot461.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\soil_ground\SRC-04_soil_ground_a6283b8fabaf.jpg,0,non_leaf,soil_ground,SRC-04,Kaggle Soil Types,a6283b8fabafca6ed170942f57c1b0f18c75ebea6385d7f7c77c0fac70603f8c,https://raw.githubusercontent.com/Shushanth101/Soil-Types-Dataset/main/train/Clay_soil/0974784190.jpeg,Shushanth (Clay Soil),CC0 / Public Domain,https://creativecommons.org/publicdomain/zero/1.0/,2026-09-23,train
D:\CropDiseaseProject\grape_2024\esca\esca620.jpg,1,Grape,leaf,SRC-IN-GRAPE,Internal Grape In-Domain Training Split,768236e7f50e675b82891c6f5bf014fb54d5be5fdfd151c1748e587638938596,D:\CropDiseaseProject\grape_2024\esca\esca620.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\soil_ground\SRC-04_soil_ground_869fc18c04f3.jpg,0,non_leaf,soil_ground,SRC-04,Kaggle Soil Types,869fc18c04f3192732e5b8d72e70978a712acde14e17d89eae603fccf2f588fe,https://raw.githubusercontent.com/Shushanth101/Soil-Types-Dataset/main/train/Alluvial_soil/0129004743.jpeg,Shushanth (Alluvial Soil),CC0 / Public Domain,https://creativecommons.org/publicdomain/zero/1.0/,2026-09-23,val
D:\CropDiseaseProject\data\non_leaf_negatives\plant_parts_nonleaf\SRC-05_plant_parts_nonleaf_ad4258214fe3.jpg,0,non_leaf,plant_parts_nonleaf,SRC-05,Fruits-360,ad4258214fe3abc8ac80756ec591352397865295585986059b0df4a135eb712f,https://github.com/Horea94/Fruit-Images-Dataset/tree/master/Test/Pepper Yellow/146_100.jpg,Horea Muresan & Mihai Oltean (2018),CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,2026-09-23,train
D:\CropDiseaseProject\data\non_leaf_negatives\soil_ground\SRC-04_soil_ground_21c98d50abd4.jpg,0,non_leaf,soil_ground,SRC-04,Kaggle Soil Types,21c98d50abd4fe2f31c9e739e86dfa4e82248ad2921e66161acbeca6568dea0b,https://raw.githubusercontent.com/Shushanth101/Soil-Types-Dataset/main/train/Clay_soil/3803903597.jpeg,Shushanth (Clay Soil),CC0 / Public Domain,https://creativecommons.org/publicdomain/zero/1.0/,2026-09-23,train
D:\CropDiseaseProject\data\non_leaf_negatives\plant_parts_nonleaf\SRC-05_plant_parts_nonleaf_05e3130e6845.jpg,0,non_leaf,plant_parts_nonleaf,SRC-05,Fruits-360,05e3130e6845cd611e3fcb2868a8a93bfe0496a127b4b8b2373cb903ae618e41,https://github.com/Horea94/Fruit-Images-Dataset/tree/master/Test/Tomato 1/183_100.jpg,Horea Muresan & Mihai Oltean (2018),CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,2026-09-23,train
D:\CropDiseaseProject\data\non_leaf_negatives\agri_tools_equipment\SRC-02_agri_tools_equipment_db13889b783d.jpg,0,non_leaf,agri_tools_equipment,SRC-02,Google Open Images V7,db13889b783d83c3e9af8175a67fcf8dfd9238422a08c826168fcb28d781182a,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_db13889b783d.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\data\non_leaf_negatives\agri_tools_equipment\SRC-03_agri_tools_equipment_28398425a4c2.jpg,0,non_leaf,agri_tools_equipment,SRC-03,Wikimedia Commons,28398425a4c2f99b5644c8867d393340252516cfc4e8bf437eed35e6181cabd5,https://commons.wikimedia.org/wiki/File:Tractor_and_farm_buildings_-_geograph.org.uk_-_2750588.jpg,Philip Halling,CC-BY-SA-2.0,https://creativecommons.org/licenses/by-sa/2.0,2026-09-23,test
D:\CropDiseaseProject\data\non_leaf_negatives\agri_tools_equipment\SRC-02_agri_tools_equipment_5ccf9f2fca88.jpg,0,non_leaf,agri_tools_equipment,SRC-02,Google Open Images V7,d5b2c07a45490bc63c82fb37f15ec27e2c6b06a31e67baa5962c87053987c05f,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_5ccf9f2fca88.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4638.JPG,1,Chilli,leaf,SRC-IN-CHILLI,Internal Chilli In-Domain Training Split,b6827a4b407ea48d2cd6e550c3bd981cb823c6998eb385eaad2806c30ae35120,D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4638.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5439.JPG,1,Chilli,leaf,SRC-IN-CHILLI,Internal Chilli In-Domain Training Split,e6b69f066f2f8cc81ae4b192d784a1172f6667474c9ef253817850999fd11261,D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5439.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\sugarcane_large\Diseases\Sett Rot\Sett Rot266.jpg,1,Sugarcane,leaf,SRC-IN-SUGARCANE,Internal Sugarcane In-Domain Training Split,13924fd7619dc0b7d52304a73b0524cdfda798235786eb2e2255ae8132a30752,D:\CropDiseaseProject\sugarcane_large\Diseases\Sett Rot\Sett Rot266.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,val
D:\CropDiseaseProject\data\non_leaf_negatives\plant_parts_nonleaf\SRC-05_plant_parts_nonleaf_64231b6f60de.jpg,0,non_leaf,plant_parts_nonleaf,SRC-05,Fruits-360,64231b6f60de8f265dc1dfe872b94aefd006d747296a1634f9fb1a977e549eae,https://github.com/Horea94/Fruit-Images-Dataset/tree/master/Test/Pepper Green/119_100.jpg,Horea Muresan & Mihai Oltean (2018),CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,2026-09-23,train
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_4480.JPG,1,Chilli,leaf,SRC-IN-CHILLI,Internal Chilli In-Domain Training Split,9515d03c5d488df1c208e3e6e44f76311f977737fa003e4d3f96a8a0a081ad7f,D:\CropDiseaseProject\chilli_cold\murda complex\IMG_4480.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\soil_ground\SRC-04_soil_ground_a1abf516fb36.jpg,0,non_leaf,soil_ground,SRC-04,Kaggle Soil Types,a1abf516fb36d31ee5a9e2540e8649ca9169897e0fcfdc860520e522e67e1440,https://raw.githubusercontent.com/Shushanth101/Soil-Types-Dataset/main/train/Red_soil/0085396749.jpeg,Shushanth (Red Soil),CC0 / Public Domain,https://creativecommons.org/publicdomain/zero/1.0/,2026-09-23,train
D:\CropDiseaseProject\data\non_leaf_negatives\plant_parts_nonleaf\SRC-05_plant_parts_nonleaf_43c28b3c331b.jpg,0,non_leaf,plant_parts_nonleaf,SRC-05,Fruits-360,43c28b3c331b0e089f09acdfee83f206b63c8dc319762c8d562b167b01ccc16a,https://github.com/Horea94/Fruit-Images-Dataset/tree/master/Test/Tomato Cherry Red/203_100.jpg,Horea Muresan & Mihai Oltean (2018),CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,2026-09-23,test
D:\CropDiseaseProject\grape_2024\esca\esca556.jpg,1,Grape,leaf,SRC-IN-GRAPE,Internal Grape In-Domain Training Split,de7d026b08e1483f52a12e5bcc9db6d7adc3a3a7e178ef5322e602dce77a1606,D:\CropDiseaseProject\grape_2024\esca\esca556.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\sugarcane_maharashtra\Healthy\healthy (63).jpeg,1,Sugarcane,leaf,SRC-IN-SUGARCANE,Internal Sugarcane In-Domain Training Split,21877d35c8cd420596b3f5de97d7053f689a2e960916ffb23db5bf3aa4610cb2,D:\CropDiseaseProject\sugarcane_maharashtra\Healthy\healthy (63).jpeg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\human_hands_apparel\SRC-02_human_hands_apparel_af1884af2047.jpg,0,non_leaf,human_hands_apparel,SRC-02,Google Open Images V7,af1884af20471f9cd1010cc892fbb7ec74df159f51f9e4f51eb39d85bea70e2f,https://openimages.github.io/v7/validation/SRC-02_human_hands_apparel_af1884af2047.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\sugarcane_maharashtra\Rust\rust (443).jpeg,1,Sugarcane,leaf,SRC-IN-SUGARCANE,Internal Sugarcane In-Domain Training Split,850a812e5e02030f343bf2f246639dade49b13c59cb0087f6b29493698426eb3,D:\CropDiseaseProject\sugarcane_maharashtra\Rust\rust (443).jpeg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\soil_ground\SRC-04_soil_ground_9141257c9e68.jpg,0,non_leaf,soil_ground,SRC-04,Kaggle Soil Types,9141257c9e682dfe878b8a72cf39bba3780f16b8336a5385f645fd31baff95c1,https://raw.githubusercontent.com/Shushanth101/Soil-Types-Dataset/main/test/Alluvial_soil/0891253724.jpeg,Shushanth (Alluvial Soil),CC0 / Public Domain,https://creativecommons.org/publicdomain/zero/1.0/,2026-09-23,test
