image_path,relative_path,class_label,class_index,source_dataset,source_type,sha256_hash
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_murda_complex_0183.jpg,experiments\chilli_field_experiment\field_images\ulfa_murda_complex_0183.jpg,murda complex,2,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,877931fd003269bb909dc4309d300ec23b977c64260ff48a2290f7f22535a7b8
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_murda_complex_0184.jpg,experiments\chilli_field_experiment\field_images\ulfa_murda_complex_0184.jpg,murda complex,2,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,b3ec6072df0ae4d9d30bf6b758a07da8e68935776840cb694a7f6521ab64c75a
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_murda_complex_0185.jpg,experiments\chilli_field_experiment\field_images\ulfa_murda_complex_0185.jpg,murda complex,2,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,f4f62ea168fb723b67ab31b0757c712646d2f75ac8ee29a39ca3a7ed5b7fa5bb
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_murda_complex_0186.jpg,experiments\chilli_field_experiment\field_images\ulfa_murda_complex_0186.jpg,murda complex,2,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,c6791e9ea5bc7779a6819d742cc4ffad3bd58e23dfb49817c779079550167a66
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_murda_complex_0187.jpg,experiments\chilli_field_experiment\field_images\ulfa_murda_complex_0187.jpg,murda complex,2,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,f6792a37f935da86a11ac6a29029270eb29b123f840921e8dc09330e12d0652a
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_murda_complex_0188.jpg,experiments\chilli_field_experiment\field_images\ulfa_murda_complex_0188.jpg,murda complex,2,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,6ef2e32fc4b3aaa9b4cf671312c2b1c1a6085167daa5e45c6c41cf9251388da4
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_murda_complex_0189.jpg,experiments\chilli_field_experiment\field_images\ulfa_murda_complex_0189.jpg,murda complex,2,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,b9c2af20d3cfa79cdd334a2b51bbc643cf68081985c9e8af7c48777b0fa4ebe3
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_murda_complex_0190.jpg,experiments\chilli_field_experiment\field_images\ulfa_murda_complex_0190.jpg,murda complex,2,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,6e61b69033f69958c6faec2ff2c4d5f4ba1ba2a781f5afaf8db29f883dbd44eb
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_murda_complex_0191.jpg,experiments\chilli_field_experiment\field_images\ulfa_murda_complex_0191.jpg,murda complex,2,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,fb635015442502b7122fed23fc0cb89b39fc40c8b58ecedcce682b8aa04a0509
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_murda_complex_0192.jpg,experiments\chilli_field_experiment\field_images\ulfa_murda_complex_0192.jpg,murda complex,2,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,f125be46ae5b64607129a6c43fda3e31f2aefbe629dd35fe9c5273c04e5af070
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_murda_complex_0193.jpg,experiments\chilli_field_experiment\field_images\ulfa_murda_complex_0193.jpg,murda complex,2,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,7dc77b66f61f09bfc360a12f7d07dda882beee43720e9b68c13071ad29377173
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_murda_complex_0194.jpg,experiments\chilli_field_experiment\field_images\ulfa_murda_complex_0194.jpg,murda complex,2,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,8434d353074d3980a63f20dc74937d1bb6a91b210cae1da4e8ae1b8d330952c9
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_murda_complex_0195.jpg,experiments\chilli_field_experiment\field_images\ulfa_murda_complex_0195.jpg,murda complex,2,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,0c44bcc574c43ee2916f60c041b2eac8ac24c570f629d7b8fc1608afe5751abf
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_murda_complex_0196.jpg,experiments\chilli_field_experiment\field_images\ulfa_murda_complex_0196.jpg,murda complex,2,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,ba77b1d3ca57e4927dfe9f70e8e1c9ac8f69f013ccafa60ca8c9fa42b7e6f7d4
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_murda_complex_0197.jpg,experiments\chilli_field_experiment\field_images\ulfa_murda_complex_0197.jpg,murda complex,2,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,db53b916bfdff838e4b4cbe82408ec3930fdbae2db21c8a03265cddde8dbd654
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_murda_complex_0198.jpg,experiments\chilli_field_experiment\field_images\ulfa_murda_complex_0198.jpg,murda complex,2,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,c0265b276e4cc41c01685bb503ab693325cde0595f6f1d7893961224ce1c00c6
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_murda_complex_0199.jpg,experiments\chilli_field_experiment\field_images\ulfa_murda_complex_0199.jpg,murda complex,2,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,dd654f22825cc7b6273b634531ce84b533a5da43195545de99cbd43aedf2f19e
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0000.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0000.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,793e6a7d1bbdb770fd95ad98482a75a92663dcb54fae3fc79b34e0bfe85e0239
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0001.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0001.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,9ca9647a7aa5241dafa61ee23e4913c2e41682076805bafacf46bf98e2c63784
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0002.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0002.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,b26f58ea48ec03ce5560b892236d38128c446c0e5e2028c00a6c4f7ce6207f80
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0003.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0003.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,d376d9faf86d4bdcd0d93e8a33c7c6c7e0d37ab2f06d29c9e541f7f56d3227e6
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0004.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0004.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,9d78bb05e2f5c0dd0f863d0ddded3131affe423632e9fcb5152df10383d4ba91
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0005.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0005.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,b8d2c625af82153d88929819c2e43c92d1560adbea21c318e29f0c3f4faf12b1
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0006.png,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0006.png,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,47a1df005bb022e77205c251dc26c6d6eb8b4051cdaf5d4264dafd957ddbaae1
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0007.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0007.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,d4b2918dc7698178fbbebaa3b273d45c638be60c889a34e8d49b2d579e14d471
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0008.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0008.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,401e59614e88d4f0abb49ae9ad06478b4c1e8b754a4d1188d68921faa91eb319
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0009.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0009.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,27163aa8102d7a4166f24cb5a47499f51cf811e1deabc5832b3eeaf0b492d62f
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0010.png,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0010.png,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,39a380aac818a179781cc452dda9e354132afd64349547fbd9fce377ae77028c
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0011.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0011.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,213d0de48e745c28d3a4cd65ced9ff7e1855fe59a50bf9f988ce2dce455b9c22
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0012.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0012.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,1bf0488d4e56106bfd3ec105b30861c8f2233eb7bf883a06a0c447ba9296b2cb
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0013.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0013.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,6a15db67f44accebe5378a3cf1cc0e2729829502e8b9ff263408b961ea6274ce
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0014.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0014.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,4be110e15e8b185ff12a87d84c4568a9821c6779d64ed4b46fd68c34197f5eed
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0015.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0015.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,1f182b47f597fc5e1957238c40c051a551106db9da3ea610baf78f9cd8006f9b
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0016.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0016.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,b0309e6677f55e02d8587fc0a1bddaef9ecef680f4f1efcb32ce199f8515a724
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0017.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0017.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,6644aab49f2ed37f6f69e32d48cb388ec79a75e9fa260e08e28b86cdcd3772ca
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0018.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0018.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,d052fb592a071afca6aad3d4315448ca9787325ceb3c9a4c906c83d4a5fcec05
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0019.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0019.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,42e4ad655d2c9c57827e4b7846d3cc74d68cb474439ccbe705b9cf53fadd022a
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0020.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0020.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,72356b7bdcdc68fb4048527b137a2ad6a2205bdfc7f635dee21756d518483b2c
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0021.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0021.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,de0ee5a9e870c6785e31fd61ebeebd93b38ceecfbc009ffbab9fbadc204c1b19
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0022.png,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0022.png,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,78c2ac7274f6de5a40e4729113ce08cfcf380a1db2b3eba72cb4444558d2cb87
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0023.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0023.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,1c2f9cf109d429d8e3bd9ff5332376ddf69bc1e817652b63179a553f6fdad4cd
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0024.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0024.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,16764957863ee2d23040dc5a1449b2570251538a4727f21e74ea7403786edd62
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0025.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0025.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,20fcce945614ab44e799ec46cf160b4879d9c7a41dc5b42a1ed9ba51701b95b8
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0026.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0026.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,391fe49db12bc8ec883d0873b9d344fb6c98aece231fdcd4791f80cc242581ba
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0027.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0027.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,1ebee6af459766d4e6b84add4f765a7f786efd3b4ac3cdedb7e7bddb4c78db69
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0028.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0028.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,b7b63981216edcfb61c473430be2b1f98ee580466a63cb906ac847ff266635e9
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0029.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0029.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,8220d0eea24a31aea2fbd7a59b14b1999109217bb39caafb87cd7b2df7606e9a
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0030.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0030.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,9f108e2a8bb5695f1d33192a7057a68662653aede1de4d3247131faca056f77a
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0031.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0031.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,1b14d2aeac1182dd98dcf8368b6033fac416d7411231cfd5f1510021c17bca63
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0032.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0032.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,b0b2ae63e76f97bf12d466f8b20ef84d21e9e86a3b7ac9b42916be414e4d0656
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0033.png,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0033.png,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,9d8400e5621e7824c90db1841ea69e03df9d4c828512e1dec46fed8726023622
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0034.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0034.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,bf099ff5064425ddcefb768cd2e4c6693762e7052a2d6872b92f8be4f0c9a1e7
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0035.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0035.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,745f59ba8bacc1eb1df1afe96953d2ff9485e9c62e9f1696e39eab873e0c12f9
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0036.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0036.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,e4efca8f41d84f4096d14489922ab55af981b49436a783823fe197faddef8c73
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0037.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0037.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,a5d08466892712bb5e39b82b412629dcb4ef898421d9746cec2e9b0c4ed9d84c
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0038.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0038.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,6bad6ee983d783fe6f37d6aa0f2250ca9e536e90417446b78620f2d571995e5e
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0039.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0039.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,b10c51695fef2f2256b903901ba147c59dd490fdff2df056c11f3988b6e95234
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0040.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0040.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,8a57eb8639f1a81d971b486a79f3bb65a4eaed58869e3da5f37fd18fc665104a
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0041.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0041.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,8e5231a1dfe7df26146807ae4b651d63ff681cf846404f9e6c155dac9bc83ec6
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0042.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0042.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,7f720aa955384ab939991e6037779e627191891e146ed81279705a1f5229389b
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0043.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0043.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,2328bce64bae0b18705630ea22dcbe38e8446a2a73d9d2f2858cc88e3749b531
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0044.png,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0044.png,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,70a41dabb9e2ca63c071fa810bf1428d81b8da2a5508e7cfa4eb426beacdca47
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0045.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0045.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,079977ba9a751d9190e45db90b8187efb2616818ef757b7f8797cfed47b109ec
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0046.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0046.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,9bb69bd270574288df03985b88d5161171707d37e6d71f1179990dff0b6c35c8
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0047.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0047.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,2e4f1c8a179f2df1cfe9816ee02bf09599a790176516c06bd2ccbd3b61c78224
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0048.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0048.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,5ccc0b6c38b82e2d0d3dc80e520d1328d2340da21aa856bd0348555c650e4477
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0049.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0049.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,67a32efe05706fd621944dc5d18dbe6ac9f5c0a7fb89e458007957f7e5ae1fb7
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0050.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0050.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,9dda710e52e79deaa3a68519204f9d077a07e9f72bca25d693d1c2347ef62e59
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0051.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0051.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,9c73f6ab4e71566a9a6a6515844c9a04f81271f33fc8bd26522b5fa0d077d269
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0052.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0052.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,aea2ac75a192d4e1837d9265e50a5d5a8e62d26b46a9a62a24c4cf35c3cb2bba
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0053.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0053.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,12442fdd3df1d9f6c66316c99cc9ba95172b680be5916b8db6ad32f4d186db49
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0054.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0054.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,c98b85df5ceba339dcf4b26016d2b140b2700eca8f1970256b51f4616eafa1b0
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0055.png,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0055.png,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,ae1f2d3756e6ec2e111842ede8a0e5d757eecf8ad614213dbc7f1964fa2f644e
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0056.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0056.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,e85f6c378ac191cf9a524f3eb024728726f76e49bde8e7146ee3dfd0630a2165
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0057.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0057.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,06bb4310a45d1b5dc014ac2dd6b3396ec3ae764761793e7c1405b1cf6e1e46af
D:\CropDiseaseProject\experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0058.jpg,experiments\chilli_field_experiment\field_images\ulfa_nutritional_deficiency_0058.jpg,nutritional deficiency,3,Ulfa_Chili_2023,FIELD_DOMAIN_SUPPLEMENTAL,b4f65bc0e3a6db4a4cebf65793c696042735e26433394a6772abe8bcff99c4e1
